ID	Form	Lemma	Rank	Postag	Pos	Person	Number	Tense	Mood	Voice	Gender	Case	Degree	IsMemberOfCoord	IsMemberOfApos	TextURN
urn:cite2:gagdt:tokens.v1:Soph_Aj_23	Αἴαντος	Αἴας	8	n-s---mg-	noun	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:4.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_24	,	,	9	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:4.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_25	ἔνθα	ἔνθα	10	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:4.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_26	τάξιν	τάξις	11	n-s---fa-	noun	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:4.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_27	ἐσχάτην	ἔσχατος	12	a-s---fa-	adjective	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:4.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_28	ἔχει	ἔχω	13	v3spia---	verb	3rd	singular	present	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:4.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_29	,	,	14	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:4.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_30	πάλαι	πάλαι	15	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:5.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_31	κυνηγετοῦντα	κυνηγετέω	16	v-sppama-	verb	-	singular	present	participle	active	masculine	accusative	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:5.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_32	καὶ	καί	17	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:5.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_33	μετρούμενον	μετρέω	18	v-sppema-	verb	-	singular	present	participle	mediopassive	masculine	accusative	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:5.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_34	ἴχνη	ἴχνος	19	n-p---na-	noun	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:6.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_35	τὰ	ὁ	20	l-p---na-	article	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:6.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_36	κείνου	ἐκεῖνος	21	a-s---mg-	adjective	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:6.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_37	νεοχάραχθ'	νεοχάρακτος	22	a-p---na-	adjective	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:6.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_38	,	,	23	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:6.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_39	ὅπως	ὅπως	24	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:6.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_40	ἴδῃς	εἶδον	25	v2sasa---	verb	2nd	singular	aorist	subjunctive	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:6.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_41	εἴτ'	εἴτε	26	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:7.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_42	ἔνδον	ἔνδον	27	d--------	adverb	-	-	-	-	-	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:7.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_43	εἴτ'	εἴτε	28	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:7.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_44	οὐκ	οὐ	29	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:7.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_45	ἔνδον	ἔνδον	30	d--------	adverb	-	-	-	-	-	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:7.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_46	.	.	31	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:7.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_47	εὖ	εὖ	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:7.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_48	δέ	δέ	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:7.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_49	σ'	σύ	3	p-s---ma-	pron	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:7.9
urn:cite2:gagdt:tokens.v1:Soph_Aj_50	ἐκφέρει	ἐκφέρω	4	v3spia---	verb	3rd	singular	present	indicative	active	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:7.10
urn:cite2:gagdt:tokens.v1:Soph_Aj_51	κυνὸς	κύων	5	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:8.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_52	Λακαίνης	Λάκαινα	6	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:8.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_53	ὥς	ὡς	7	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:8.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_54	τις	τις	8	p-s---fn-	pron	-	singular	-	-	-	feminine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:8.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_55	εὔρινος	εὔρις	9	a-s---fg-	adjective	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:8.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_56	βάσις	βάσις	10	n-s---fn-	noun	-	singular	-	-	-	feminine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:8.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_57	.	.	11	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:8.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_58	ἔνδον	ἔνδον	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:9.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_59	γὰρ	γάρ	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:9.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_60	ἁνὴρ	ἀνήρ	3	n-s---mn-	noun	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:9.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_61	ἄρτι	ἄρτι	4	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:9.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_62	τυγχάνει	τυγχάνω	5	v3spia---	verb	3rd	singular	present	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:9.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_63	,	,	6	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:9.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_64	κάρα	κάρα	7	n-p---na-	noun	-	plural	-	-	-	neuter	accusative	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:9.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_65	στάζων	στάζω	8	v-sppamn-	verb	-	singular	present	participle	active	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:10.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_66	ἱδρῶτι	ἱδρώς	9	n-s---md-	noun	-	singular	-	-	-	masculine	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:10.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_67	καὶ	καί	10	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:10.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_68	χέρας	χείρ	11	n-p---fa-	noun	-	plural	-	-	-	feminine	accusative	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:10.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_69	ξιφοκτόνους	ξιφοκτόνος	12	a-p---fa-	adjective	-	plural	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:10.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_70	.	.	13	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:10.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_71	καί	καί	1	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:11.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_72	σ'	σύ	2	p-s---ma-	pron	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:11.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_73	οὐδὲν	οὐδείς	3	a-s---na-	adjective	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:11.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_74	εἴσω	εἴσω	4	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:11.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_75	τῆσδε	ὅδε	5	p-s---fg-	pron	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:11.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_76	παπταίνειν	παπταίνω	6	v--pna---	verb	-	-	present	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:11.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_77	πύλης	πύλη	7	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:11.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_78	ἔτ'	ἔτι	8	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:12.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_79	ἔργον	ἔργον	9	n-s---nn-	noun	-	singular	-	-	-	neuter	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:12.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_80	ἐστίν	εἰμί	10	v3spia---	verb	3rd	singular	present	indicative	active	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:12.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_81	,	,	11	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:12.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_82	ἐννέπειν	ἐνέπω	12	v--pna---	verb	-	-	present	infinitive	active	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:12.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_83	δ'	δέ	13	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:12.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_84	ὅτου	ὅστις	14	p-s---mg-	pron	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:12.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_85	χάριν	χάρις	15	n-s---fa-	noun	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:12.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_86	σπουδὴν	σπουδή	16	n-s---fa-	noun	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:13.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_87	ἔθου	τίθημι	17	v2saim---	verb	2nd	singular	aorist	indicative	middle	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:13.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_88	τήνδ'	ὅδε	18	p-s---fa-	pron	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:13.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_89	,	,	19	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:13.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_90	ὡς	ὡς	20	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:13.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_91	παρ'	παρά	21	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:13.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_92	εἰδυίας	οἶδα	22	v-srpafg-	verb	-	singular	perfect	participle	active	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:13.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_93	μάθῃς	μανθάνω	23	v2sasa---	verb	2nd	singular	aorist	subjunctive	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:13.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_94	.	.	24	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:13.9
urn:cite2:gagdt:tokens.v1:Soph_Aj_95	ὦ	ὦ	1	i--------	irregular	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:14.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_96	φθέγμ'	φθέγμα	2	n-s---nv-	noun	-	singular	-	-	-	neuter	vocative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:14.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_97	Ἀθάνας	Ἀθήνη	3	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:14.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_98	,	,	4	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:14.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_99	φιλτάτης	φίλτατος	5	a-s---fg-	adjective	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:14.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_100	ἐμοὶ	ἐγώ	6	p-s---md-	pron	-	singular	-	-	-	masculine	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:14.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_101	θεῶν	θεός	7	n-p---mg-	noun	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:14.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_102	,	,	8	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:14.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_103	ὡς	ὡς	9	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:15.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_104	εὐμαθές	εὐμαθής	10	a-s---na-	adjective	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:15.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_105	σου	σύ	11	p-s---fg-	pron	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:15.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_106	,	,	12	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:15.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_107	κἂν	κἀν	13	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:15.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_108	ἄποπτος	ἄποπτος	14	a-s---fn-	adjective	-	singular	-	-	-	feminine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:15.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_109	ᾖς	εἰμί	15	v2spsa---	verb	2nd	singular	present	subjunctive	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:15.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_110	ὅμως	ὅμως	16	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:15.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_111	,	,	17	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:15.9
urn:cite2:gagdt:tokens.v1:Soph_Aj_112	φώνημ'	φώνημα	18	n-s---na-	noun	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:16.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_113	ἀκούω	ἀκούω	19	v1spia---	verb	1st	singular	present	indicative	active	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:16.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_114	καὶ	καί	20	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:16.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_115	ξυναρπάζω	συναρπάζω	21	v1spia---	verb	1st	singular	present	indicative	active	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:16.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_116	φρενὶ	πρήν	22	n-s---fd-	noun	-	singular	-	-	-	feminine	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:16.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_117	χαλκοστόμου	χαλκόστομος	23	a-s---fg-	adjective	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:17.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_118	κώδωνος	κώδων	24	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:17.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_119	ὡς	ὡς	25	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:17.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_120	Τυρσηνικῆς	τυρσηνός	26	a-s---fg-	adjective	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:17.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_121	.	.	27	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:17.5
