ID	Form	Lemma	Rank	Postag	Pos	Person	Number	Tense	Mood	Voice	Gender	Case	Degree	IsMemberOfCoord	IsMemberOfApos	TextURN
urn:cite2:gagdt:tokens.v1:Aesch_Ag_93	βλέφαρα	βλέφαρον	10	n-p---na-	noun	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:15.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_94	συμβαλεῖν	συμβάλλω	11	v--ana---	verb	-	-	aorist	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:15.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_95	ὕπνῳ	ὕπνος	12	n-s---md-	noun	-	singular	-	-	-	masculine	dative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:15.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_96	·	·	13	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:15.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_97	ὅταν	ὅταν	1	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:16.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_98	δ'	δέ	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:16.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_99	ἀείδειν	ἀείδω	3	v--pna---	verb	-	-	present	infinitive	active	-	-	-	true	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:16.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_100	ἢ	ἤ	4	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:16.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_101	μινύρεσθαι	μινύρομαι	5	v--pne---	verb	-	-	present	infinitive	mediopassive	-	-	-	true	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:16.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_102	δοκῶ	δοκέω	6	v1spsa---	verb	1st	singular	present	subjunctive	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:16.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_103	,	,	7	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:16.7
urn:cite2:gagdt:tokens.v1:Aesch_Ag_104	ὕπνου	ὕπνος	8	n-s---mg-	noun	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:17.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_105	τόδ'	ὅδε	9	p-s---na-	pron	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:17.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_106	ἀντίμολπον	ἀντίμολπος	10	a-s---na-	adjective	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:17.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_107	ἐντέμνων	ἐντέμνω	11	v-sppamn-	verb	-	singular	present	participle	active	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:17.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_108	ἄκος	ἄκος	12	n-s---na-	noun	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:17.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_109	,	,	13	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:17.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_110	κλαίω	κλαίω	14	v1spia---	verb	1st	singular	present	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:18.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_111	τότ'	τότε	15	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:18.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_112	οἴκου	οἶκος	16	n-s---mg-	noun	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:18.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_113	τοῦδε	ὅδε	17	p-s---mg-	pron	-	singular	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:18.4
urn:cite2:gagdt:tokens.v1:Aesch_Ag_114	συμφορὰν	συμφορά	18	n-s---fa-	noun	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:18.5
urn:cite2:gagdt:tokens.v1:Aesch_Ag_115	στένων	στένω	19	v-sppamn-	verb	-	singular	present	participle	active	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:18.6
urn:cite2:gagdt:tokens.v1:Aesch_Ag_116	οὐχ	οὐ	20	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:19.1
urn:cite2:gagdt:tokens.v1:Aesch_Ag_117	ὡς	ὡς	21	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:19.2
urn:cite2:gagdt:tokens.v1:Aesch_Ag_118	τὰ	ὁ	22	l-p---na-	article	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:19.3
urn:cite2:gagdt:tokens.v1:Aesch_Ag_119	πρόσθ'	πρόσθεν	23	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:19.4
